gen_uid,cust_key,first_name_cl,family_name_cl,mobile_no_cl,mobile_no_dsp,source_name,birth_date_cl,birth_date_dsp,email_cl,email_dsp,update_date
t1376,1061042277,amanda,okazaki,809190265,809190265,CRM,16/2/80 00:00,16/2/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/10/25 00:00
t1377,CRM100000762,amanda,okazaki,809190268,809190268,CRM,19/2/80 00:00,19/2/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/10/25 00:00
t1378,1071004944,amanda,okazaki,809190271,809190271,CRM,22/2/80 00:00,22/2/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/10/25 00:00
t1379,1061027862,amanda,okazaki,809190274,809190274,CRM,25/2/80 00:00,25/2/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/10/25 00:00
t138,1061041973,amanda,okazaki,809190277,809190277,CRM,28/2/80 00:00,28/2/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/10/25 00:00
t1380,1131037673,amanda,okazaki,809190280,809190280,CRM,2/3/80 00:00,2/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/10/25 00:00
t1381,1051008665,amanda,okazaki,809190283,809190283,CRM,5/3/80 00:00,5/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/10/25 00:00
t1382,1131054544,amanda,okazaki,809190286,809190286,CRM,8/3/80 00:00,8/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/10/25 00:00
t1383,1061003677,amanda,okazaki,809190289,809190289,CRM,11/3/80 00:00,11/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/10/25 00:00
t1384,2210001368,amanda,okazaki,809190292,809190292,CRM,14/3/80 00:00,14/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/11/25 00:00
t1385,1251009966,amanda,okazaki,809190295,809190295,CRM,17/3/80 00:00,17/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/11/25 00:00
t1386,1101012380,amanda,okazaki,809190298,809190298,CRM,20/3/80 00:00,20/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/11/25 00:00
t1387,1051009047,amanda,okazaki,809190301,809190301,CRM,23/3/80 00:00,23/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/11/25 00:00
t1388,1131055179,amanda,okazaki,809190304,809190304,CRM,26/3/80 00:00,26/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/11/25 00:00
t1389,1071009653,amanda,okazaki,809190307,809190307,CRM,29/3/80 00:00,29/3/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/11/25 00:00
t139,1051022681,amanda,okazaki,809190310,809190310,CRM,1/4/80 00:00,1/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/11/25 00:00
t1390,1251024019,amanda,okazaki,809190313,809190313,CRM,4/4/80 00:00,4/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/11/25 00:00
t1391,CRM100000763,amanda,okazaki,809190316,809190316,CRM,7/4/80 00:00,7/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/11/25 00:00
t1392,1051028780,amanda,okazaki,809190319,809190319,CRM,10/4/80 00:00,10/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/11/25 00:00
t1393,2210004830,amanda,okazaki,809190322,809190322,CRM,13/4/80 00:00,13/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/12/25 00:00
t1394,CRM100000764,amanda,okazaki,809190325,809190325,CRM,16/4/80 00:00,16/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/12/25 00:00
t1395,1131062515,amanda,okazaki,809190328,809190328,CRM,19/4/80 00:00,19/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/12/25 00:00
t1396,1061008880,amanda,okazaki,809190331,809190331,CRM,22/4/80 00:00,22/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/12/25 00:00
t1397,1151010948,amanda,okazaki,809190334,809190334,CRM,25/4/80 00:00,25/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/12/25 00:00
t1398,1071016593,amanda,okazaki,809190337,809190337,CRM,28/4/80 00:00,28/4/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/12/25 00:00
t1399,1061008804,amanda,okazaki,809190340,809190340,CRM,1/5/80 00:00,1/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/12/25 00:00
t14,1081007579,amanda,okazaki,809190343,809190343,CRM,4/5/80 00:00,4/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/12/25 00:00
t140,7011001854,amanda,okazaki,809190346,809190346,CRM,7/5/80 00:00,7/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/12/25 00:00
t1400,1251007081,amanda,okazaki,809190349,809190349,CRM,10/5/80 00:00,10/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/12/25 00:00
t1401,1061005259,amanda,okazaki,809190352,809190352,CRM,13/5/80 00:00,13/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/1/26 00:00
t1402,1051018993,amanda,okazaki,809190355,809190355,CRM,16/5/80 00:00,16/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/1/26 00:00
t1403,2210005422,amanda,okazaki,809190358,809190358,CRM,19/5/80 00:00,19/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/1/26 00:00
t1404,1251015387,amanda,okazaki,809190361,809190361,CRM,22/5/80 00:00,22/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/1/26 00:00
t1405,1021103211,amanda,okazaki,809190364,809190364,CRM,25/5/80 00:00,25/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/1/26 00:00
t1406,1251010054,amanda,okazaki,809190367,809190367,CRM,28/5/80 00:00,28/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/1/26 00:00
t1407,5011000487,amanda,okazaki,809190370,809190370,CRM,31/5/80 00:00,31/5/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/1/26 00:00
t1408,1061026240,amanda,okazaki,809190373,809190373,CRM,3/6/80 00:00,3/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/1/26 00:00
t1409,1051015203,amanda,okazaki,809190376,809190376,CRM,6/6/80 00:00,6/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/1/26 00:00
t141,1061022181,amanda,okazaki,809190379,809190379,CRM,9/6/80 00:00,9/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/1/26 00:00
t1410,1051019178,amanda,okazaki,809190382,809190382,CRM,12/6/80 00:00,12/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/2/26 00:00
t1411,1111029416,amanda,okazaki,809190385,809190385,CRM,15/6/80 00:00,15/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/2/26 00:00
t1412,1251024046,amanda,okazaki,809190388,809190388,CRM,18/6/80 00:00,18/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/2/26 00:00
t1413,1071014463,amanda,okazaki,809190391,809190391,CRM,21/6/80 00:00,21/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/2/26 00:00
t1414,1061016969,amanda,okazaki,809190394,809190394,CRM,24/6/80 00:00,24/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/2/26 00:00
t1415,1061016133,amanda,okazaki,809190397,809190397,CRM,27/6/80 00:00,27/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/2/26 00:00
t1416,1051026341,amanda,okazaki,809190400,809190400,CRM,30/6/80 00:00,30/6/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/2/26 00:00
t1417,1051014468,amanda,okazaki,809190403,809190403,CRM,3/7/80 00:00,3/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/2/26 00:00
t1418,1051017504,amanda,okazaki,809190406,809190406,CRM,6/7/80 00:00,6/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/2/26 00:00
t1419,1061041416,amanda,okazaki,809190409,809190409,CRM,9/7/80 00:00,9/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/2/26 00:00
t142,1251003679,amanda,okazaki,809190412,809190412,CRM,12/7/80 00:00,12/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/3/26 00:00
t1420,1251025042,amanda,okazaki,809190415,809190415,CRM,15/7/80 00:00,15/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/3/26 00:00
t1421,1061042081,amanda,okazaki,809190418,809190418,CRM,18/7/80 00:00,18/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/3/26 00:00
t1422,1051026846,amanda,okazaki,809190421,809190421,CRM,21/7/80 00:00,21/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/3/26 00:00
t1423,1051030065,amanda,okazaki,809190424,809190424,CRM,24/7/80 00:00,24/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/3/26 00:00
t1424,1251005906,amanda,okazaki,809190427,809190427,CRM,27/7/80 00:00,27/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/3/26 00:00
t1425,1051031642,amanda,okazaki,809190430,809190430,CRM,30/7/80 00:00,30/7/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/3/26 00:00
t1426,5051000026,amanda,okazaki,809190433,809190433,CRM,2/8/80 00:00,2/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/3/26 00:00
t1427,1051022216,amanda,okazaki,809190436,809190436,CRM,5/8/80 00:00,5/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/3/26 00:00
t1428,1061044785,amanda,okazaki,809190439,809190439,CRM,8/8/80 00:00,8/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/3/26 00:00
t1429,1251005973,amanda,okazaki,809190442,809190442,CRM,11/8/80 00:00,11/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/4/26 00:00
t143,1071016221,amanda,okazaki,809190445,809190445,CRM,14/8/80 00:00,14/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/4/26 00:00
t1430,1251024369,amanda,okazaki,809190448,809190448,CRM,17/8/80 00:00,17/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/4/26 00:00
t1431,1061041137,amanda,okazaki,809190451,809190451,CRM,20/8/80 00:00,20/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/4/26 00:00
t1432,1051031477,amanda,okazaki,809190454,809190454,CRM,23/8/80 00:00,23/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/4/26 00:00
t1433,1061044369,amanda,okazaki,809190457,809190457,CRM,26/8/80 00:00,26/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/4/26 00:00
t1434,1051025100,amanda,okazaki,809190460,809190460,CRM,29/8/80 00:00,29/8/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/4/26 00:00
t1435,1051028325,amanda,okazaki,809190463,809190463,CRM,1/9/80 00:00,1/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/4/26 00:00
t1436,1251000567,amanda,okazaki,809190466,809190466,CRM,4/9/80 00:00,4/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/4/26 00:00
t1437,1051026508,amanda,okazaki,809190469,809190469,CRM,7/9/80 00:00,7/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/4/26 00:00
t1438,1051032266,amanda,okazaki,809190472,809190472,CRM,10/9/80 00:00,10/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/5/26 00:00
t1439,1111030012,amanda,okazaki,809190475,809190475,CRM,13/9/80 00:00,13/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/5/26 00:00
t144,1131062655,amanda,okazaki,809190478,809190478,CRM,16/9/80 00:00,16/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/5/26 00:00
t1440,1051000787,amanda,okazaki,809190481,809190481,CRM,19/9/80 00:00,19/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/5/26 00:00
t1441,1061010708,amanda,okazaki,809190484,809190484,CRM,22/9/80 00:00,22/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/5/26 00:00
t1442,1131047211,amanda,okazaki,809190487,809190487,CRM,25/9/80 00:00,25/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/5/26 00:00
t1443,1061015270,amanda,okazaki,809190490,809190490,CRM,28/9/80 00:00,28/9/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/5/26 00:00
t1444,1061030208,amanda,okazaki,809190493,809190493,CRM,1/10/80 00:00,1/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/5/26 00:00
t1445,1071006474,amanda,okazaki,809190496,809190496,CRM,4/10/80 00:00,4/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/5/26 00:00
t1446,1051032210,amanda,okazaki,809190499,809190499,CRM,7/10/80 00:00,7/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/5/26 00:00
t1447,1051023052,amanda,okazaki,809190502,809190502,CRM,10/10/80 00:00,10/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/6/26 00:00
t1448,1058001713,amanda,okazaki,809190505,809190505,CRM,13/10/80 00:00,13/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/6/26 00:00
t1449,1251020009,amanda,okazaki,809190508,809190508,CRM,16/10/80 00:00,16/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/6/26 00:00
t145,1081027909,amanda,okazaki,809190511,809190511,CRM,19/10/80 00:00,19/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/6/26 00:00
t1450,1251002965,amanda,okazaki,809190514,809190514,CRM,22/10/80 00:00,22/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/6/26 00:00
t1451,1061026870,amanda,okazaki,809190517,809190517,CRM,25/10/80 00:00,25/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/6/26 00:00
t1452,2210000531,amanda,okazaki,809190520,809190520,CRM,28/10/80 00:00,28/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/6/26 00:00
t1453,1251000675,amanda,okazaki,809190523,809190523,CRM,31/10/80 00:00,31/10/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/6/26 00:00
t1454,1051009343,amanda,okazaki,809190526,809190526,CRM,3/11/80 00:00,3/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/6/26 00:00
t1455,1071012591,amanda,okazaki,809190529,809190529,CRM,6/11/80 00:00,6/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/6/26 00:00
t1456,1051024713,amanda,okazaki,809190532,809190532,CRM,9/11/80 00:00,9/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/7/26 00:00
t1457,1081007129,amanda,okazaki,809190535,809190535,CRM,12/11/80 00:00,12/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/7/26 00:00
t1458,1251022119,amanda,okazaki,809190538,809190538,CRM,15/11/80 00:00,15/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/7/26 00:00
t1459,1051024975,amanda,okazaki,809190541,809190541,CRM,18/11/80 00:00,18/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/7/26 00:00
t146,1041001611,amanda,okazaki,809190544,809190544,CRM,21/11/80 00:00,21/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/7/26 00:00
t1460,1051012765,amanda,okazaki,809190547,809190547,CRM,24/11/80 00:00,24/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/7/26 00:00
t1461,1051012776,amanda,okazaki,809190550,809190550,CRM,27/11/80 00:00,27/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/7/26 00:00
t1462,1051012423,amanda,okazaki,809190553,809190553,CRM,30/11/80 00:00,30/11/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/7/26 00:00
t1463,1131027591,amanda,okazaki,809190556,809190556,CRM,3/12/80 00:00,3/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/7/26 00:00
t1464,1051023253,amanda,okazaki,809190559,809190559,CRM,6/12/80 00:00,6/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/7/26 00:00
t1465,1051026052,amanda,okazaki,809190562,809190562,CRM,9/12/80 00:00,9/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/7/26 00:00
t1466,1251006451,amanda,okazaki,809190565,809190565,CRM,12/12/80 00:00,12/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/8/26 00:00
t1467,1051016317,amanda,okazaki,809190568,809190568,CRM,15/12/80 00:00,15/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/8/26 00:00
t1468,1061028275,amanda,okazaki,809190571,809190571,CRM,18/12/80 00:00,18/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/8/26 00:00
t1469,1061003502,amanda,okazaki,809190574,809190574,CRM,21/12/80 00:00,21/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/8/26 00:00
t147,1151017434,amanda,okazaki,809190577,809190577,CRM,24/12/80 00:00,24/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/8/26 00:00
t1470,1051025505,amanda,okazaki,809190580,809190580,CRM,27/12/80 00:00,27/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/8/26 00:00
t1471,1051012194,amanda,okazaki,809190583,809190583,CRM,30/12/80 00:00,30/12/80 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/8/26 00:00
t1472,1061019946,amanda,okazaki,809190586,809190586,CRM,2/1/81 00:00,2/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/8/26 00:00
t1473,1051002629,amanda,okazaki,809190589,809190589,CRM,5/1/81 00:00,5/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/8/26 00:00
t1474,1061037665,amanda,okazaki,809190592,809190592,CRM,8/1/81 00:00,8/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/8/26 00:00
t1475,1091006978,amanda,okazaki,809190595,809190595,CRM,11/1/81 00:00,11/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/9/26 00:00
t1476,1041022984,amanda,okazaki,809190598,809190598,CRM,14/1/81 00:00,14/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/9/26 00:00
t1477,1061045582,amanda,okazaki,809190601,809190601,CRM,17/1/81 00:00,17/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/9/26 00:00
t1478,1061020398,amanda,okazaki,809190604,809190604,CRM,20/1/81 00:00,20/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/9/26 00:00
t1479,1061016683,amanda,okazaki,809190607,809190607,CRM,23/1/81 00:00,23/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/9/26 00:00
t148,1071002292,amanda,okazaki,809190610,809190610,CRM,26/1/81 00:00,26/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/9/26 00:00
t1480,1051020798,amanda,okazaki,809190613,809190613,CRM,29/1/81 00:00,29/1/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/9/26 00:00
t1481,1061018755,amanda,okazaki,809190616,809190616,CRM,1/2/81 00:00,1/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/9/26 00:00
t1482,1131018982,amanda,okazaki,809190619,809190619,CRM,4/2/81 00:00,4/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/9/26 00:00
t1483,1051015572,amanda,okazaki,809190622,809190622,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/9/26 00:00
t1484,1081002798,amanda,okazaki,809190625,809190625,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/10/26 00:00
t1485,1061015241,amanda,okazaki,809190628,809190628,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/10/26 00:00
t1486,1061042246,amanda,okazaki,809190631,809190631,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/10/26 00:00
t1487,1051011648,amanda,okazaki,809190634,809190634,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/10/26 00:00
t1488,1091020835,amanda,okazaki,809190637,809190637,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/10/26 00:00
t1489,1071018420,amanda,okazaki,809190640,809190640,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/10/26 00:00
t149,1391020919,amanda,okazaki,809190643,809190643,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/10/26 00:00
t1490,1061026237,amanda,okazaki,809190646,809190646,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/10/26 00:00
t1491,1091019126,amanda,okazaki,809190649,809190649,CRM,,,,,26/10/26 00:00
t1492,1131007492,amanda,okazaki,809190652,809190652,CRM,,,,,29/10/26 00:00
t1493,1051020507,amanda,okazaki,809190655,809190655,CRM,,,,,1/11/26 00:00
t1494,1251015272,amanda,okazaki,809190658,809190658,CRM,,,,,3/11/26 00:00
t1495,1051014427,amanda,okazaki,809190661,809190661,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/11/26 00:00
t1496,1021016965,amanda,okazaki,809190664,809190664,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/11/26 00:00
t1497,1091015128,amanda,okazaki,809190667,809190667,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/11/26 00:00
t1498,1091021127,amanda,okazaki,809190670,809190670,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/11/26 00:00
t1499,1081019016,amanda,okazaki,809190673,809190673,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/11/26 00:00
t15,1071010096,amanda,okazaki,809190676,809190676,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/11/26 00:00
t150,1051019567,amanda,okazaki,809190679,809190679,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/11/26 00:00
t1500,1051001065,amanda,okazaki,809190682,809190682,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/11/26 00:00
t1501,1088000422,amanda,okazaki,809190685,809190685,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/12/26 00:00
t1502,1151004129,amanda,okazaki,809190688,809190688,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/12/26 00:00
t1503,1051025429,amanda,okazaki,809190691,809190691,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/12/26 00:00
t1504,1051009243,amanda,okazaki,809190694,809190694,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/12/26 00:00
t1505,2121002285,amanda,okazaki,809190697,809190697,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/12/26 00:00
t1506,1061030668,amanda,okazaki,809190700,809190700,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/12/26 00:00
t1507,1061012770,amanda,okazaki,809190703,809190703,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/12/26 00:00
t1508,1081005458,amanda,okazaki,809190706,809190706,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/12/26 00:00
t1509,1071005925,amanda,okazaki,809190709,809190709,CRM,,,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/12/26 00:00
t151,1091004479,amanda,okazaki,809190712,809190712,CRM,9/2/81 00:00,9/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/12/26 00:00
t1510,1031001325,amanda,okazaki,809190715,809190715,CRM,12/2/81 00:00,12/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/12/26 00:00
t1511,1021060950,amanda,okazaki,809190718,809190718,CRM,15/2/81 00:00,15/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/1/27 00:00
t1512,2031000050,amanda,okazaki,809190721,809190721,CRM,18/2/81 00:00,18/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/1/27 00:00
t1513,1251000901,amanda,okazaki,809190724,809190724,CRM,21/2/81 00:00,21/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/1/27 00:00
t1514,1098000205,amanda,okazaki,809190727,809190727,CRM,24/2/81 00:00,24/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/1/27 00:00
t1515,1061019011,amanda,okazaki,809190730,809190730,CRM,27/2/81 00:00,27/2/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/1/27 00:00
t1516,8207002795,amanda,okazaki,809190733,809190733,CRM,2/3/81 00:00,2/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/1/27 00:00
t1517,1091011446,amanda,okazaki,809190736,809190736,CRM,5/3/81 00:00,5/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/1/27 00:00
t1518,1061017015,amanda,okazaki,809190739,809190739,CRM,8/3/81 00:00,8/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/1/27 00:00
t1519,1081014676,amanda,okazaki,809190742,809190742,CRM,11/3/81 00:00,11/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/1/27 00:00
t152,1091001673,amanda,okazaki,809190745,809190745,CRM,14/3/81 00:00,14/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/1/27 00:00
t1520,1081004088,amanda,okazaki,809190748,809190748,CRM,17/3/81 00:00,17/3/81 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/2/27 00:00
